Date,UNEMP_CAN,mean_PROB_JOB_FINDING,mean_OUTFLOW_RATE,CAN_unc_h1,mean_US_unc_h1,CAN_unc_h4,mean_US_unc_h12,Nom_GDP_CAN,Real_GDP_CAN,CPI_CAN,Nom_GDP_CAN_Growth,Real_GDP_CAN_Growth,MA_GDP_7,MA_GDP_4,MA_cen_GDP_7,Real_GDP_CAN_detrend,MA_GDP_7_detrend,MA_GDP_7_Growth,MA_GDP_4_Growth,MA_cen_GDP_7_Growth,Real_GDP_CAN_detrend_Growth,MA_GDP_7_detrend_Growth,mean_EPU_CAN,CAN_unc_h2,WUICAN,mean_US_unc_h3
2000-01-01,-1.44580831752299,-3.76860235403524,-4.55206261557488,1.54636731184614,6.33732236302391,0.4279420388559,1.37456966658003,2.76640717859232,1.58707453332204,0.496983628533997,2.80502753153735,1.59973545192064,1.18476815498454,1.43343139389622,1.10486618525504,0.971191049964394,0.5546534864333,1.19322024239157,1.44429358018264,1.11205883262961,0.971261044079814,0.550694084780001,43.9912039107506,0.792663135152812,0,0.774978167147525
2000-04-01,-2.95588022415447,5.15589904354897,6.54056950349151,-1.16713263185128,5.53477840232149,-0.366608645885434,2.28714541006065,2.69739016948301,1.18156250114976,0.881373588477572,2.73409905549305,1.18857052506576,1.32578855621554,1.3102313932905,1.06132166536726,0.569745070704568,0.699739940576759,1.33511486411711,1.31924450495083,1.06821689503246,0.564110902873719,0.696603492154324,50.8105569739263,0.786738524612177,0,0.809034978046576
2000-07-01,3.44014267173321,0.89796736877372,1.2516144254538,0.111824680461929,-1.30671439605323,0.067343193196238,-0.138619909212872,2.00977764317304,1.01185903662076,0.943238434302998,2.03010965502689,1.0169956406161,1.33901124339241,1.3459902141748,0.877976090734072,0.40410765908803,0.717028680666078,1.34846496323391,1.35533471828357,0.883192442561496,0.396550804072846,0.71396837691991,47.0515128907065,0.787309258091245,0,0.804482063502567
2000-10-01,0,6.70045145368658,8.70004265249345,0.723392421588562,0.605959872707113,0.270511164811145,0.596692813889038,0.985705083131279,0.171047293712036,0.693003466466962,0.990579157187582,0.17119366303701,1.19145322512045,1.06969035805123,0.668900194004404,-0.432638030908241,0.573536715306583,1.19977846620401,1.07664121239315,0.672719379006018,-0.445236387857462,0.569296665538796,71.6120712980199,0.791901930737669,0.0747496,0.810743645127549
2001-01-01,1.43887374520995,1.47089258002256,1.86915710901539,2.30318218615501,2.05481726172561,0.867550409582017,0.580247692910453,1.49327903021322,0.5282532929848,0.206967993852572,1.50448414659982,0.529651010772354,1.03278957372126,0.895959331557879,0.528887158965355,-0.0713659787230204,0.418939116819844,1.03925785489745,0.901229258282372,0.53116133793722,-0.0827642544733336,0.412790839881022,101.56941265589,0.805283880285198,0.2838691,0.824263850735543
2001-04-01,1.41846349919567,-1.74730488106985,-2.12053615481687,0.317120994286804,-0.195751517669252,0.335056358140353,-1.12610620053966,0.254995830342068,0.269127551897554,1.6743941498807,0.255321221228533,0.269490025192347,0.962297401183548,0.632369935272982,0.570566659184221,-0.32642566689781,0.352512997194588,0.968376036302445,0.635180172936714,0.573397812280265,-0.338910454404557,0.345923806934799,88.4783799148244,0.808804016389375,0.2977963,0.81844532833743
2001-07-01,0.934586241823808,-0.532983885856765,-0.736763705075409,0.758291737193018,6.31455192968653,0.628267286054694,0.662413452348206,-1.22672226533768,-0.0666228516561205,0.101608814838471,-1.21922870079628,-0.0666006635620794,0.759901222935298,0.382732864711807,0.509964400145951,-0.65811001753903,0.154182871858794,0.764468304296049,0.384145935211146,0.512308896941478,-0.6709863575102,0.146030860577186,117.329447360179,0.816649981255709,0.2162474,0.851556989827158
2001-10-01,6.30839754265762,-6.04821723979308,-7.10064224455378,-0.172098267146828,1.39739571391271,-0.128113453464869,-0.721224047654793,-0.19513161750092,0.606983288048696,-0.918217639943862,-0.194941359531579,0.60882916443905,0.66116058075994,0.301757714997393,0.608630881415463,0.0195621750782423,0.0595082825958917,0.664733102185147,0.302512639975736,0.611486387017679,0.00845825613971285,0.0503104441150675,173.181154803935,0.81480011535421,0.5279831,0.854761931056479
2002-01-01,4.27415483772714,1.83623660675471,2.07880877471368,-0.715586325662713,-10.8873337677619,-0.431398862648045,-3.25939059776724,1.92196308006305,1.47331900268182,0.680969604580866,1.94055168821662,1.48422584546707,0.646941139429913,0.56221205679135,0.611326334091343,0.889963942623822,0.0493548941783201,0.650294401378452,0.565119076461749,0.614196371840086,0.88786972281652,0.0398865289571557,99.0624773505334,0.808605828289629,0,0.783137958498601
2002-04-01,-3.40458414097174,1.84167452351016,2.31145574760819,-0.605605591398948,-8.33020443670318,-0.358919143163172,-2.26890394540349,2.32483305240339,0.58764322335287,1.48200758922536,2.35206794172478,0.58937323324459,0.572701229705302,0.574090042864964,0.651708114546701,0.00835421620732868,-0.0208189626338347,0.575394739900806,0.577063520956196,0.654744259022118,-0.00296810375717926,-0.0309983468717066,81.7989930058314,0.804659545588554,0.4920453,0.735732879047234
2002-07-01,-2.63173083173734,2.1282305977665,2.73298595915939,-2.46618136241183,-1.296705740937,-0.906212817840559,-0.189670046233431,1.52737070293665,0.86171266259862,1.06419361495102,1.53909462244454,0.865436093570418,0.553932932952534,0.692607065005177,0.640145726492392,0.286489708365534,-0.0355212064741467,0.556449796520095,0.69625273463181,0.643194246326014,0.277109542217432,-0.0459285046036333,111.114930218415,0.789566036048468,0,0.729386890230042
2002-10-01,0,-0.283206916521635,-0.34972516608669,-0.789961184179883,1.70732813365213,-0.409482300720364,1.0791214327918,1.80694591923407,0.54712146171596,0.494968837626004,1.82336996239652,0.548620904529205,0.600942203953025,0.815355927679593,0.606711685220164,-0.0240354396046697,0.0155541174387996,0.60362820170662,0.819297048250067,0.609595980598696,-0.0356908611749968,0.00526468623167486,133.385484892706,0.784887996155142,0.2759953,0.740403788508529
2003-01-01,-0.445435034937987,-0.0223624612611957,-0.0372585779627136,-0.086475801099461,5.86165744582014,-0.150670751318875,1.94047463180879,1.93755485800421,0.551800015085064,1.34054647687822,1.95644727183753,0.553325235466569,0.603885544215558,0.804319273086867,0.494466500854287,-0.0152908333231103,0.0225635106137884,0.606587479793397,0.808196262455571,0.496131163700073,-0.0269717445888494,0.0122387499672354,177.951774235579,0.783639569013247,0.1342642,0.775178940740928
2003-04-01,2.64332570681557,-2.1989398926512,-2.72026247757342,1.09818046795215,0.0474131253294887,0.364482071977573,0.833901306181854,-0.99429713983568,-0.147559568036286,-0.162522382595967,-0.989370348327478,-0.147450752434809,0.551799654223828,0.480143558943246,0.513044034144936,-0.710584363532004,-0.0254563264654858,0.554469882590002,0.481860942875195,0.514830343826559,-0.723732946841444,-0.0358640615873754,120.764590247867,0.790203620824165,0.3624764,0.7798186881272
2003-07-01,1.2959144642505,-0.267086048279339,-0.224074086354126,-1.55835509750678,-2.21974210030171,-0.559867310307332,-1.50008059792223,1.64874472806855,0.372944999143101,0.389610882456509,1.66241153087936,0.373641304347829,0.606745635573731,0.437203914101292,0.558630748876437,-0.186013743440162,0.0335557077968727,0.609500128578741,0.438714557095843,0.560885025217062,-0.198626104410022,0.0231809700501468,70.284602261458,0.780917962621469,0.1257783,0.75940207047397
2003-10-01,-4.38666821055827,2.97551326566332,3.68597578878123,-0.448196316544052,-3.51979305455995,-0.155868654210685,-1.92487823170446,1.15267673739959,0.687602712120679,0.161890920900987,1.1593456547585,0.689972127176712,0.616823063582729,0.402381924005704,0.648116630940682,0.132710022449872,0.0476991887183264,0.619642998920948,0.403621763817101,0.651144242805231,0.121719504067644,0.0373386260411383,74.8232979353237,0.778317740313323,0.1415729,0.734266324691382
2004-01-01,-1.81000416436174,0.612515811020216,0.79782833980218,-0.499608180794103,-2.41407230792917,-0.167817985899187,-0.750592387657948,1.81640586168328,0.717685956387413,0.516296726093174,1.83300285022044,0.720267494129987,0.522368932795928,0.436494822939994,0.671553495241434,0.166859319629062,-0.0426888891560186,0.524148205003813,0.437951081737258,0.674730131174721,0.156029656669703,-0.0541413822272139,67.3334317026259,0.776273901176209,0,0.720482695232949
2004-04-01,-1.84337016888375,2.41713930713053,3.22115557106127,-0.236464301039933,2.05056726713935,0.0116906674048909,1.46811535681143,2.43362399183502,1.18081966571913,1.12019094225195,2.46347830917069,1.18781886330394,0.59651598809171,0.562298753066807,0.741984402555415,0.634059081873232,0.0355242190522194,0.598953908761232,0.564849807304732,0.745230834782,0.627595811492441,0.0246791071789887,69.3364799842075,0.775585277688339,0.0726216,0.735519464636885
2004-07-01,-2.35304974101948,-3.42833586680922,-4.33984045176022,-1.9557768844341,-1.14435047657952,-0.790998470612637,-0.346441829070275,1.74147976249355,1.17352263616567,0.190779072172745,1.75673193047763,1.18043542764639,0.635492234787591,0.826515193907198,0.791978467279283,0.630828105232232,0.0785665186605566,0.638328825520727,0.830427043320971,0.795499606585626,0.624227161483669,0.0680688095872683,68.9296343748553,0.763478614404735,0.4152536,0.732012810181194
2004-10-01,1.88684843043825,1.89070936014781,2.42752753698718,-0.469716671023962,4.98759864027124,-0.417444473627644,0.85633971372683,1.14767900883908,0.715858065190332,0.443740823212295,1.15429011158138,0.718426454053,0.656584310221888,0.895097807116645,0.865765010048368,0.177229587169349,0.103724647007309,0.659554519211202,0.899384073262005,0.869987457370295,0.166232973539067,0.0933092889265263,66.4072232839203,0.760406096004039,0.1446864,0.755276613927265
2005-01-01,-2.36417630570395,2.33893113464205,3.01919861041977,0.378739637706287,2.00643053306267,0.0486980200715014,0.431395931936345,0.964117587960573,0.34545678316158,0.347277381377864,0.968780173801094,0.346054172816144,0.630791406231452,0.826668621324825,0.903790762755924,-0.189105641946947,0.0819977959293292,0.633645636379899,0.830600482389892,0.90833811551299,-0.202124522049005,0.0714151917440069,43.1885940387896,0.76204965648849,0,0.765833903622911
2005-04-01,-1.93242728264039,-2.86119015001634,-3.54989211067777,0.435182487650279,-1.23017007742165,0.0982158188084659,0.439657895119377,1.38739431932095,0.722903452210176,0.909810197346417,1.39706329818217,0.72552270697321,0.73959928376226,0.827712120489377,0.850491455574554,0.192407080014104,0.194871726372593,0.742767318805901,0.831651524958536,0.854506193696769,0.181358797756844,0.184551659818793,82.7909619170282,0.764290996280638,0,0.766332389967364
2005-07-01,-1.97050710793317,0.650957421031592,0.859642293638603,-0.0138428507503341,9.74362263411639,0.101422789000529,2.39743589942382,2.63598425137025,1.20410851150427,0.870652266004186,2.67103360369475,1.21138708266939,0.843494722807407,0.832369889646407,0.690223212210705,0.677678192220657,0.302833218330195,0.847485541096097,0.836365168831627,0.693252314162992,0.671237959101812,0.293284667757772,62.195300200039,0.764307005323717,0.2064836,0.82271548139317
2005-10-01,-2.0101179321087,2.50648814187247,3.36134893934726,0.536055047671469,3.11307845912298,0.103276843504781,1.11964490710907,2.23266137721635,0.983866225340307,0.0619003424284301,2.25777178996125,0.988722101128858,0.88052766195986,0.794438607481334,0.627792694128402,0.461501958969147,0.343932210395104,0.884829287840115,0.798022503528121,0.630510473773503,0.45258776321006,0.334643200150574,70.5601834064723,0.766378865221959,0.1976545,0.846274484776489
2006-01-01,-1.53455696746605,3.53218127931746,4.49108917224432,1.37083196704063,-5.84505596910949,0.650475097579245,-1.72989770307283,0.445707247851942,0.807724515449536,0.4938281640583,0.446701999951002,0.810995410590392,0.891782481842625,0.812811897533175,0.635272831413334,0.289426301990831,0.359253083190326,0.896170277397666,0.816536294835599,0.638018461841506,0.278875858320378,0.349998975356908,71.2258649407348,0.774986564865895,0.1958864,0.807310218515463
2006-04-01,-4.75023339850034,1.52662250695238,2.1168831688014,1.25840341988674,-3.04725291026711,0.733319776318299,-1.00671458516205,0.992081527095024,0.0516449326187285,1.10227692907495,0.997018970189702,0.0516582709099483,0.750635640205076,0.754049527424604,0.623083468726138,-0.46258722792752,0.222172294465232,0.754150203348416,0.75765711445436,0.625745899119895,-0.476446495711282,0.211993686956443,61.4256892099443,0.783753340313923,0.0677186,0.786311147206259
2006-07-01,3.71395469494564,-0.375664112587287,-0.557609720454855,0.0993450240360323,0.715969850390575,0.204916579375077,-0.252069394975128,0.949383093045299,0.278844438614215,0.0608828024894024,0.95390403000974,0.279233571326574,0.638800865511143,0.665237724705412,0.588818691481752,-0.231321669019578,0.114403572683755,0.64149997130844,0.668399287325033,0.591107599972266,-0.244856409645873,0.10335824056525,57.664004259024,0.785450890787448,0.2070393,0.787966038325403
2006-10-01,-2.10534091978317,-4.99657445514566,-6.23775941714721,0.418993476952269,-1.27944956057297,0.470950715202394,-0.373896322912889,0.650927886981435,0.3978177441561,-0.304785362425264,0.653051026754626,0.398610089292164,0.599045825381864,0.503979571235777,0.508118378204699,-0.108282310565237,0.0787145854669321,0.601522925713335,0.505843888649587,0.509839144621447,-0.121465106031499,0.0673959806189292,59.8985302272755,0.789746149639461,0.1338867,0.780597528119784
2007-01-01,-0.533334597536367,2.77990968043264,3.59069042200993,0.870783994192939,-1.36701698073883,0.372958062334861,-0.471428979830393,2.12363142537583,0.637577913399809,0.941826800883177,2.1463409481609,0.639614767921937,0.635560966661643,0.434721908847678,0.408952604855553,0.135543911590928,0.119295779659167,0.638218000101559,0.436022422008203,0.410215316029829,0.123554358247057,0.108105840655937,65.5589912031043,0.794765722828888,0.1358788,0.768880953902051
2007-04-01,-2.16224640131654,2.83534608720538,3.78548775039256,1.39126758077644,-4.54690321440554,0.851748895055581,-0.514732649547939,1.87822754269382,0.96425507079357,1.47083546053045,1.89597718829737,0.968918988635988,0.665729918984567,0.466028019916484,0.412517566260476,0.466287121897144,0.153530784894547,0.668642535309407,0.467607137617322,0.413782564112246,0.456873364609892,0.142545161512568,58.1693404850458,0.804248475289464,0.2765678,0.744714079083666
2007-07-01,-2.77026025493362,0.497879749455649,0.668407508486503,0.887768778538786,4.64126945885039,0.366539771633452,2.68858135338118,0.356837971953155,0.418964032400936,0,0.357475396609946,0.419842913673128,0.56758685909665,0.539491839872926,0.424258494683175,-0.0749378635830336,0.0594537779190852,0.569699514184874,0.541244066169958,0.425561116675682,-0.0881879247041846,0.0476169260368183,62.3808661134059,0.809700463005614,0,0.775810235349492
2007-10-01,1.67134809737405,0.489130163324887,0.63998731699287,1.73936371450258,6.91339567844847,0.508836179616249,3.15944056460113,1.39705468825582,0.113564102005512,-0.0298018181314319,1.40685910173374,0.113628610449065,0.458799093679801,0.506435772551185,0.484097162748185,-0.376271741066002,-0.0452679345853084,0.460312827849899,0.508123073994456,0.485764306439612,-0.390387442279464,-0.0577549746493721,84.3456183787551,0.81861873131385,0.076746,0.820487892291983
2008-01-01,0,-2.35309572032219,-3.02898265089635,1.85303142310635,3.94958877356294,0.961376789202614,2.35970913030548,2.0228933081562,0.0765996624531908,0.327332534496861,2.04349245999397,0.0766290074868669,0.367408487055258,0.442192156210604,0.22640127142511,-0.409170127705867,-0.132592488297396,0.368517027461959,0.443726857633397,0.228745269738315,-0.423372259592878,-0.145535989388529,116.437856806166,0.831238370926118,0.2306805,0.848663829329851
2008-04-01,1.09891215755957,1.41649717775539,1.85373420130966,1.82955592296099,10.6576271924243,1.26350176614842,2.59763941137491,2.42274902597023,0.361030937573105,2.02918299056984,2.45233604675025,0.361683439270629,0.406081737674555,0.386882761045263,-0.237864930370181,-0.120672799673497,-0.0898531847656428,0.407270173507044,0.388140591903135,-0.232484040482202,-0.134303042160333,-0.10276805769466,87.1413099359373,0.847313957025162,0,0.911350198350397
