"REF_DATE","GEO","DGUID","Duration of unemployment","Age group","Sex","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1979-05","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.0","","","","1"
"1979-06","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","31.0","","","","1"
"1979-07","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.3","","","","1"
"1979-08","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.1","","","","1"
"1979-09","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.7","","","","1"
"1979-10","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","36.0","","","","1"
"1979-11","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.7","","","","1"
"1979-12","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.8","","","","1"
"1980-01","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.6","","","","1"
"1980-02","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.3","","","","1"
"1980-03","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","22.8","","","","1"
"1980-04","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.8","","","","1"
"1980-05","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.7","","","","1"
"1980-06","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.9","","","","1"
"1980-07","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.4","","","","1"
"1980-08","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","33.3","","","","1"
"1980-09","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","32.6","","","","1"
"1980-10","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.5","","","","1"
"1980-11","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.2","","","","1"
"1980-12","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","32.3","","","","1"
"1981-01","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","31.0","","","","1"
"1981-02","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.1","","","","1"
"1981-03","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.7","","","","1"
"1981-04","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","34.3","","","","1"
"1981-05","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","31.8","","","","1"
"1981-06","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","33.8","","","","1"
"1981-07","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.7","","","","1"
"1981-08","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.4","","","","1"
"1981-09","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","31.6","","","","1"
"1981-10","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","31.6","","","","1"
"1981-11","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.6","","","","1"
"1981-12","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","31.4","","","","1"
"1982-01","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","32.7","","","","1"
"1982-02","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","32.0","","","","1"
"1982-03","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","35.9","","","","1"
"1982-04","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.6","","","","1"
"1982-05","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.2","","","","1"
"1982-06","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.3","","","","1"
"1982-07","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.8","","","","1"
"1982-08","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.8","","","","1"
"1982-09","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.3","","","","1"
"1982-10","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.1","","","","1"
"1982-11","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","33.6","","","","1"
"1982-12","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","24.9","","","","1"
"1983-01","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","32.5","","","","1"
"1983-02","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","31.5","","","","1"
"1983-03","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.4","","","","1"
"1983-04","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.4","","","","1"
"1983-05","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","31.4","","","","1"
"1983-06","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.9","","","","1"
"1983-07","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","23.8","","","","1"
"1983-08","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.8","","","","1"
"1983-09","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","31.3","","","","1"
"1983-10","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","25.4","","","","1"
"1983-11","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.6","","","","1"
"1983-12","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.4","","","","1"
"1984-01","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","25.0","","","","1"
"1984-02","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.3","","","","1"
"1984-03","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","24.7","","","","1"
"1984-04","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.7","","","","1"
"1984-05","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","32.6","","","","1"
"1984-06","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.1","","","","1"
"1984-07","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.2","","","","1"
"1984-08","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","31.2","","","","1"
"1984-09","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","25.0","","","","1"
"1984-10","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.6","","","","1"
"1984-11","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.4","","","","1"
"1984-12","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","21.9","","","","1"
"1985-01","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.3","","","","1"
"1985-02","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.4","","","","1"
"1985-03","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.7","","","","1"
"1985-04","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.0","","","","1"
"1985-05","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.0","","","","1"
"1985-06","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","33.0","","","","1"
"1985-07","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","34.0","","","","1"
"1985-08","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.4","","","","1"
"1985-09","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.4","","","","1"
"1985-10","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.8","","","","1"
"1985-11","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.2","","","","1"
"1985-12","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.6","","","","1"
"1986-01","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.7","","","","1"
"1986-02","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","25.7","","","","1"
"1986-03","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","33.0","","","","1"
"1986-04","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","25.7","","","","1"
"1986-05","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","23.6","","","","1"
"1986-06","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.4","","","","1"
"1986-07","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.7","","","","1"
"1986-08","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","25.3","","","","1"
"1986-09","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.8","","","","1"
"1986-10","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","31.5","","","","1"
"1986-11","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.9","","","","1"
"1986-12","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","23.5","","","","1"
"1987-01","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","25.2","","","","1"
"1987-02","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","25.6","","","","1"
"1987-03","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","24.0","","","","1"
"1987-04","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.1","","","","1"
"1987-05","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.0","","","","1"
"1987-06","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.0","","","","1"
"1987-07","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","25.8","","","","1"
"1987-08","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","32.2","","","","1"
"1987-09","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","25.7","","","","1"
"1987-10","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.5","","","","1"
"1987-11","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","37.3","","","","1"
"1987-12","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","32.1","","","","1"
"1988-01","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","31.2","","","","1"
"1988-02","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.5","","","","1"
"1988-03","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.4","","","","1"
"1988-04","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.7","","","","1"
"1988-05","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.8","","","","1"
"1988-06","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.4","","","","1"
"1988-07","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","34.8","","","","1"
"1988-08","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.3","","","","1"
"1988-09","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.7","","","","1"
"1988-10","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.5","","","","1"
"1988-11","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.1","","","","1"
"1988-12","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.9","","","","1"
"1989-01","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.5","","","","1"
"1989-02","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","41.8","","","","1"
"1989-03","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.5","","","","1"
"1989-04","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","34.5","","","","1"
"1989-05","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.7","","","","1"
"1989-06","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.1","","","","1"
"1989-07","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.4","","","","1"
"1989-08","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.9","","","","1"
"1989-09","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","23.7","","","","1"
"1989-10","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.4","","","","1"
"1989-11","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","39.3","","","","1"
"1989-12","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","34.3","","","","1"
"1990-01","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.5","","","","1"
"1990-02","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.8","","","","1"
"1990-03","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.9","","","","1"
"1990-04","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.9","","","","1"
"1990-05","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.9","","","","1"
"1990-06","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","32.3","","","","1"
"1990-07","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","30.7","","","","1"
"1990-08","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","31.2","","","","1"
"1990-09","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.5","","","","1"
"1990-10","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.1","","","","1"
"1990-11","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","23.6","","","","1"
"1990-12","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","19.0","","","","1"
"1991-01","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","24.8","","","","1"
"1991-02","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","22.1","","","","1"
"1991-03","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","29.2","","","","1"
"1991-04","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","21.5","","","","1"
"1991-05","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","26.0","","","","1"
"1991-06","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","27.3","","","","1"
"1991-07","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","24.2","","","","1"
"1991-08","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","23.6","","","","1"
"1991-09","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","28.5","","","","1"
"1991-10","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","25.6","","","","1"
"1991-11","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","21.9","","","","1"
"1991-12","Canada","2016A000011124","Duration unknown","15 years and over","Both sexes","Estimate","Seasonally adjusted","Persons","249","thousands","3","v1078668282","1.8.1.1.1.1","25.9","","","","1"
