Date,Nom_GDP_CAN,Real_GDP_CAN,CPI_CAN,UNEMP_CAN,WUICAN,CAN_unc_h1,CAN_unc_h2,CAN_unc_h4,mean_EPU_CAN,mean_UNEMP_DUR_1_4,mean_UNEMP_DUR_TOT,mean_PROB_JOB_FINDING,mean_OUTFLOW_RATE,mean_US_unc_h1,mean_US_unc_h3,mean_US_unc_h12
1987-10-01,148940,260385.8,54.8590992889123,8.16666666666666,0.0507022,0.74266994754741,0.81141002043938,0.869190565721697,126.701688672911,326.933333333333,1113.33333333333,30.3255376820411,36.1371779302412,0.627177240697578,0.765135740371383,0.909914781103813
1988-01-01,152737,264182,55.3331577561233,7.9,0.0854847,0.742102354335673,0.809463513571109,0.866921910610141,73.169758279592,335.333333333333,1080.9,31.560840992434,37.9455942869769,0.605221813717079,0.744457924022667,0.901707662390557
1988-04-01,155292,266521.8,56.0442454569397,7.7,0,0.73328450860127,0.802673108534209,0.863472036912463,50.8727287526706,312.333333333333,1055.83333333333,29.9962100280641,35.673441262707,0.573300862098482,0.713785472700618,0.88752283131702
1988-07-01,157848,266546,56.6499868317092,7.8,0,0.721313960012439,0.792660828664654,0.856759236817729,67.1557383304876,331.733333333333,1077.06666666667,30.1209874042426,35.8421769813556,0.567204523248405,0.703803351856177,0.879882304090122
1988-10-01,161017,268405,57.0977087174085,7.7,0.0914244,0.716177311120926,0.789293002550849,0.855330500988771,80.8375788371965,319.866666666667,1063.26666666667,31.1245479358152,37.3166144929703,0.577442378634357,0.712521241755274,0.882977339492662
1989-01-01,164040,271466.8,57.8087964182249,7.53333333333333,0.1012556,0.722907669104148,0.794705858871967,0.858004251056586,52.5000993877078,320.233333333333,1056.5,29.7661208878134,35.3345822354496,0.621640352148033,0.750250935114487,0.89481087649472
1989-04-01,167448,272504.3,58.8095865156703,7.66666666666667,0,0.718248707317924,0.792088872765433,0.857426752079818,71.0545545528419,328.133333333333,1072.83333333333,31.1258103835408,37.2950387277795,0.623610538179056,0.758173572746946,0.905184439039478
1989-07-01,169783,273479.3,59.6523571240453,7.36666666666667,0,0.712338044783218,0.787460080601596,0.85387962497565,63.3704794261878,312.933333333333,1036.13333333333,31.391371490336,37.6925943265032,0.627824139800048,0.761804364963968,0.905027300382999
1989-10-01,170308,272895.5,60.0737424282328,7.46666666666667,0,0.713775268388535,0.789726056096948,0.855697545520892,69.9251490785152,331.533333333333,1050.8,29.2142927304427,34.5522642344378,0.627403232499735,0.759965431828643,0.896339385652219
1990-01-01,172982,275468.3,60.9428496181196,7.63333333333333,0.0945805,0.728152666771247,0.801592605324775,0.863082640106156,86.7393552416136,334.666666666667,1082.16666666667,31.5074611303018,37.918637249047,0.672153674890869,0.797294620084925,0.908956227262487
1990-04-01,173906,274327.5,61.5222544113774,7.66666666666667,0.094304,0.750496093642618,0.82113418666655,0.875367308480012,134.716406020522,339.533333333333,1087.56666666667,30.1214675758077,35.8962963733162,0.64445447740465,0.778058756526314,0.905450287885605
1990-07-01,174421,272386.5,62.127995786147,8.16666666666666,0.1569612,0.76508356008317,0.833018983474643,0.884244061389593,107.655253845409,365.166666666667,1169.46666666667,28.8321668071868,34.0203131498726,0.6534088498153,0.792904423212886,0.918695615315361
1990-10-01,174192,269959,63.0497761390572,9.13333333333333,0.0790264,0.800036767259316,0.858959038575237,0.899171667637515,145.916478425201,388.133333333333,1307.13333333333,25.9424695712733,30.0336972255296,0.675422143693485,0.812430512668397,0.92808454307512
1991-01-01,173502,266106.5,64.8670002633658,10.1666666666667,0.2933627,0.843459327981716,0.891384065932606,0.919842109983745,152.367848631199,417.766666666667,1449.63333333333,27.215384515569,31.7747033750526,0.663979205536872,0.798334213481345,0.922218754630982
1991-04-01,175393,267347.3,65.3410587305768,10.3333333333333,0.201464,0.801723006192023,0.859889104430377,0.902000324439794,104.70790319958,388.9,1484.33333333333,24.9395268019468,28.715811720264,0.622046492091351,0.750416870666426,0.892201951164927
1991-07-01,176199,267705.3,65.7361074532526,10.4333333333333,0.0744048,0.768770312349203,0.832113800893022,0.882559531405593,94.1844256171828,382.9,1500.1,26.3218814303589,30.5531102095701,0.584517983512196,0.715232361844444,0.872911235085916
1991-10-01,176679,268199.3,65.6307611272057,10.3333333333333,0,0.761800584288974,0.825499913563509,0.87806481781789,128.030979563863,373.3,1478.8,24.8869126735809,28.6183777498616,0.575649671679193,0.71125459317503,0.873026680734987
1992-01-01,177502,268394.8,65.8941269423229,10.6,0,0.761801469736981,0.823257153523761,0.873868926955774,126.182919641937,387.2,1513.6,24.355709236607,27.9174109067836,0.581017184553778,0.715470939094998,0.875637278697894
1992-04-01,178686,268722.5,66.2365025019752,11,0.3941974,0.741659146777903,0.80777607807701,0.865962139438609,96.6198303031788,393.933333333333,1576,24.0480629360671,27.5186546020375,0.56843099583908,0.701132569742825,0.867850188239188
1992-07-01,180415,270165.5,66.5262048986042,11.5333333333333,0.0708516,0.731131089047905,0.79881163789292,0.859912410589486,114.841581801421,396.3,1655.83333333333,23.0352166237374,26.1946511530813,0.569787141672126,0.699183104399827,0.86629720896759
1992-10-01,181833,271702.5,66.8159072952331,11.7333333333333,0.3029691,0.735978308554278,0.801157122497574,0.860486839496913,166.28793560191,399.766666666667,1688.6,23.9115586442846,27.4288348681351,0.578186601898725,0.701477161694475,0.866804011334653
1993-01-01,183488,273441.3,67.289965762444,11.1333333333333,0.5843511,0.744125882059045,0.804669262778595,0.860200037218472,104.731702518232,359,1594.56666666667,21.8024938374667,24.6128723823984,0.571761208052132,0.693090202509642,0.857228801138625
1993-04-01,186340,275930.8,67.4216486700026,11.6333333333333,0.1870557,0.729111317735498,0.79558968803908,0.855899230947273,94.7354539250513,390.233333333333,1677.86666666667,23.0084875179581,26.1501262142725,0.546417074964088,0.673751755637371,0.844239960108208
1993-07-01,187517,278560.5,67.6850144851198,11.4333333333333,0.3054928,0.729170931220923,0.796398246125994,0.857262227639036,119.766580687413,385.8,1656.16666666667,23.9308014583642,27.3835575209533,0.52993785195562,0.660630908321888,0.839793516578465
1993-10-01,189692,279763,68.0273900447722,11.3,0.2820715,0.725373966209159,0.795114738497255,0.856262321227853,107.509736119338,381.1,1635.76666666667,23.0224328707612,26.1674784718788,0.550431129448183,0.675947855176371,0.84869601648127
1994-01-01,193164,283885.5,67.6586779036081,11.0333333333333,0.1148963,0.735300638452389,0.803413990670279,0.861227596257834,95.3878813044975,369.533333333333,1596.4,24.5991893900147,28.2747430584806,0.572946993314749,0.69791173508582,0.862637026512081
1994-04-01,195915,288034,67.4216486700026,10.6333333333333,0.376425,0.74361654755518,0.81071998412942,0.866107788557404,154.510447478635,363.833333333333,1547.43333333333,25.3907066661834,29.2932932776422,0.548993585408835,0.683530515389914,0.861752216838444
1994-07-01,200196,291716.3,67.7903608111667,10.1333333333333,0.3514115,0.735599796290273,0.803807045851299,0.862942142379387,131.021422908931,368.233333333333,1480.06666666667,25.2332514950137,29.087146690828,0.542064479101305,0.677381529547706,0.858838842484183
1994-10-01,202697,293844.8,68.0010534632605,9.76666666666666,0.1273723,0.720559476688518,0.791680992251963,0.854825303589178,94.5590189938678,350.066666666667,1427.43333333333,25.3121719369005,29.1898152829947,0.545826223194664,0.681585395015866,0.863108572127085
1995-01-01,205993,296576,68.6858045825652,9.63333333333333,0.1223092,0.716929264541275,0.788653018116878,0.852168256600606,161.147594799145,362.5,1410.7,26.5018304919565,30.8131202028181,0.558772828574948,0.692815354278674,0.867839399517846
1995-04-01,207214,296695.8,69.2388727943113,9.5,0.3932143,0.701535769448394,0.775801118110777,0.845407778213529,108.968859865937,368.166666666667,1392.36666666667,26.2961043028827,30.5117331091567,0.560614702382035,0.69235191171869,0.865036697963438
1995-07-01,208244,297086.8,69.3705557018699,9.43333333333333,0,0.68303223264003,0.760171308604114,0.834706706577661,102.587161950943,367.6,1393,26.7632012597171,31.1594721357477,0.55209401145104,0.686364261323695,0.859464489682897
1995-10-01,210170,298304.3,69.3968922833816,9.3,0.2553137,0.676977979100813,0.754589875140159,0.830547032817928,224.627055164263,356.2,1368.76666666667,25.6702351017994,29.6741101877075,0.561798517275204,0.694855395494398,0.859790227030886
1996-01-01,211052,298509.5,69.6865946800106,9.5,0.2682044,0.672171494981662,0.751769239539637,0.828450523560319,174.622403317934,362.233333333333,1406.33333333333,25.7967683238482,29.8546465148501,0.597622811912019,0.724865960000719,0.872140058235299
1996-04-01,213226,300588,70.2396628917567,9.43333333333333,0.1423488,0.671522267776099,0.751293205748482,0.8274474803144,119.426259458231,370.733333333333,1399.33333333333,25.6343827588606,29.6608319271395,0.558419152173236,0.693222775120238,0.860041945639026
1996-07-01,216136,303185,70.3450092178035,9.66666666666666,0.1396258,0.675556971749847,0.754148348216925,0.828226353178708,108.771231671366,387.233333333333,1443.1,27.4066737630791,32.0799212463249,0.542738133073286,0.677772755874655,0.852254802244752
1996-10-01,219420,305626.8,70.766394521991,9.83333333333334,0.1332534,0.688240909689686,0.763946449877512,0.83320561373357,138.614785962442,469.233333333333,1467.9,33.954328842157,41.4908663905029,0.542827898634699,0.67747701051631,0.853272392838671
1997-01-01,222937,309658.5,71.1614432446668,9.43333333333333,0.1387347,0.690308155053591,0.765072739615886,0.834372077906735,103.12523948109,469.066666666667,1412.63333333333,33.1376221137121,40.2607567624635,0.545475726223969,0.679613259290225,0.852528445682833
1997-04-01,224853,313156.5,71.3721358967606,9.3,0.0750525,0.700146484282668,0.772232230267943,0.83871094292497,82.7825179402165,448.966666666667,1399.83333333333,32.4998367176831,39.3046222396029,0.545057907895443,0.677998978831463,0.848923366685474
1997-07-01,228141,316862.5,71.5564919673426,8.86666666666667,0.0716486,0.705368674266217,0.776896649685825,0.842317835558014,53.6356974138523,419,1342.83333333333,31.3758738007312,37.6544401487207,0.552323346636144,0.682720340996421,0.849040163996568
1997-10-01,230995,319930.8,71.5038188043192,8.76666666666667,0.0872829,0.697951872282194,0.771162450586073,0.839972862537579,79.3441303898365,405.966666666667,1325.6,31.2632119843972,37.5264903235437,0.550018257165204,0.681380880280121,0.849024185697342
1998-01-01,233653,324449.5,71.898867526995,8.6,0.1620746,0.700167556596837,0.772804662427268,0.839269504232011,109.334314215789,414.9,1304.63333333333,32.4686909017162,39.2644214959143,0.558797892741621,0.689548547502387,0.851259614692484
1998-04-01,233803,324622.8,72.083223597577,8.33333333333334,0,0.702113910910278,0.774100638576606,0.840720595385772,96.6930502185587,404.733333333333,1267.8,32.3281580723243,39.058233817745,0.579654009593894,0.711651918357113,0.862787554897971
1998-07-01,234718,327577.5,72.1622333421122,8.2,0.3976143,0.702608694676241,0.775525676103654,0.842044321408754,141.322053878307,407.533333333333,1258,33.0581273982252,40.1536453403857,0.617130464210113,0.751431184311131,0.889441969716389
1998-10-01,238374,332034.8,72.2939162496708,8.03333333333333,0.1590963,0.711068502990995,0.780571838777525,0.843777981886477,153.623735698903,391.133333333333,1244.06666666667,31.0921117209322,37.2604124559619,0.595934577288547,0.734686005354391,0.891850947590264
1999-01-01,243810,338057.3,72.4519357387411,7.9,0,0.715570360458214,0.784836414527247,0.847035060600558,66.4511030098159,391.433333333333,1222.76666666667,31.9553820275038,38.5106154145374,0.592565207689085,0.730669177132539,0.887010378274229
1999-04-01,248543,340885.3,73.2420331840927,7.9,0,0.708000426869695,0.781099253851493,0.845707968982628,56.5620477524571,404.566666666667,1231.66666666667,34.0747776489505,41.6831925219474,0.587733917611524,0.730331390440315,0.888486969221714
1999-07-01,255327,346219,73.7424282328154,7.5,0,0.708125438135863,0.780542142709303,0.845195561947217,52.9185847186001,378.2,1169.83333333333,33.1909964024828,40.3509146725906,0.579836952924909,0.722403084272477,0.887877593404079
1999-10-01,260247,351089.3,74.0057940479326,6.96666666666667,0,0.714523402659156,0.785716361042276,0.848611667750143,52.258464996589,353.1,1089.83333333333,33.9209211894864,41.451752257751,0.603602359141767,0.741803849336321,0.896830639529854
2000-01-01,267547,356705.8,74.3745061890966,6.86666666666667,0,0.725572558993368,0.792663135152812,0.852243233823082,43.9912039107506,350.4,1077.16666666667,32.6663646556167,39.5648425397252,0.641854586431398,0.774978167147525,0.909158201461427
2000-04-01,274862,360945.5,75.0329207268896,6.66666666666667,0,0.717104164889598,0.786738524612177,0.849118836443913,50.8105569739263,358.566666666667,1057.66666666667,34.394784350252,42.1526085649829,0.677379815455513,0.809034978046576,0.929951971536342
2000-07-01,280442,364616.3,75.7440084277061,6.9,0,0.717906064330565,0.787309258091245,0.849690660182405,47.0515128907065,384.5,1095.06666666667,34.7050291541273,42.6801966944873,0.668528395890997,0.804482063502567,0.928662872957675
2000-10-01,283220,365240.5,76.2707400579405,6.9,0.0747496,0.723099342394057,0.791901930737669,0.851989168284556,71.6120712980199,405.366666666667,1104.76666666667,37.1100982789546,46.3933920110758,0.672579409707749,0.810743645127549,0.934204137585869
2001-01-01,287481,367175,76.4287595470108,7,0.2838691,0.739753637636281,0.805283880285198,0.859380603803603,101.56941265589,430.733333333333,1121.7,37.6599821474625,47.2605573959642,0.686399687517236,0.824263850735543,0.939624835541285
2001-04-01,288215,368164.5,77.7192520410851,7.1,0.2977963,0.742099551727226,0.808804016389375,0.862260013157272,88.4783799148244,420.033333333333,1145.96666666667,37.0076630394025,46.2583801894148,0.685056049711644,0.81844532833743,0.929043662006444
2001-07-01,284701,367919.3,77.7982617856202,7.16666666666667,0.2162474,0.74772683130972,0.816649981255709,0.86767731074067,117.329447360179,437.933333333333,1153.43333333333,36.8109428679659,45.9175652336234,0.728314269718145,0.851556989827158,0.935197772201763
2001-10-01,284146,370159.3,77.0871740848038,7.63333333333333,0.5279831,0.746440006390044,0.81480011535421,0.866565699372949,173.181154803935,451.266666666667,1234.23333333333,34.6505288836429,42.6571231989742,0.738491702107001,0.854761931056479,0.928452900975512
2002-01-01,289660,375653.3,77.6139057150382,7.96666666666667,0,0.741098583775041,0.808605828289629,0.862827344801756,99.0624773505334,457.366666666667,1295.63333333333,35.2926721716326,43.5438832190749,0.658089645651386,0.783137958498601,0.898190994416419
2002-04-01,296473,377867.3,78.7727153015539,7.7,0.4920453,0.736610449313921,0.804659545588554,0.859730492288816,81.7989930058314,455.5,1270.93333333333,35.948670458853,44.550380810474,0.60326943279185,0.735732879047234,0.877811903506846
2002-07-01,301036,381137.5,79.6154859099289,7.5,0,0.718444299699363,0.789566036048468,0.851939504368811,111.114930218415,456,1251.2,36.7219403597359,45.7679364627763,0.59544680342352,0.729386890230042,0.876146957263622
2002-10-01,306525,383228.5,80.0105346326047,7.5,0.2759953,0.712768868601785,0.784887996155142,0.848450962885576,133.385484892706,459.5,1261.86666666667,36.6180884121185,45.6078744709674,0.605613034219302,0.740403788508529,0.885601646862207
2003-01-01,312522,385349,81.0903344745852,7.46666666666667,0.1342642,0.712152496012674,0.783639569013247,0.847172595445224,177.951774235579,459,1249.13333333333,36.6099006218126,45.5908816255005,0.641111995732475,0.775178940740928,0.902786522158449
2003-04-01,309430,384780.8,80.9586515670266,7.66666666666667,0.3624764,0.719973215625919,0.790203620824165,0.850260387674329,120.764590247867,469.866666666667,1296.93333333333,35.8136574506855,44.3506899794471,0.641415966966514,0.7798186881272,0.910314870758762
2003-07-01,314574,386218.5,81.2746905451672,7.76666666666667,0.1257783,0.708753476319529,0.780917962621469,0.845500057711248,70.284602261458,473.3,1319.9,35.7181317928944,44.2513115760839,0.627178186709701,0.75940207047397,0.896659414002509
2003-10-01,318221,388883.3,81.4063734527258,7.43333333333333,0.1415729,0.705576869345287,0.778317740313323,0.844182188149943,74.8232979353237,460.1,1269.86666666667,36.7968993880786,45.8824042069965,0.605102812454178,0.734266324691382,0.879399812129846
2004-01-01,324054,391684.3,81.8277587569134,7.3,0,0.702051749584247,0.776273901176209,0.84276549860447,67.3334317026259,460.566666666667,1253.36666666667,37.0229778912587,46.2484670307425,0.590495193024221,0.720482695232949,0.872799104082921
2004-04-01,332037,396336.8,82.7495391098236,7.16666666666667,0.0726216,0.700391647821654,0.775585277688339,0.842864023515915,69.3364799842075,452.7,1227.93333333333,37.9287779661831,47.7382021030337,0.602603694166407,0.735519464636885,0.885612801764075
2004-07-01,337870,401015.3,82.9075585988939,7,0.4152536,0.686693549873051,0.763478614404735,0.83619698198056,68.9296343748553,448.633333333333,1199.03333333333,36.6504892824955,45.6664402972232,0.595707795920328,0.732012810181194,0.882544668575163
2004-10-01,341770,403896.3,83.276270740058,7.13333333333333,0.1446864,0.683468035790451,0.760406096004039,0.832706323890641,66.4072232839203,452.233333333333,1228.6,37.3500358710507,46.7750057106001,0.62541930984964,0.755276613927265,0.890102249063551
2005-01-01,345081,405294,83.5659731366869,6.96666666666667,0,0.686056600153042,0.76204965648849,0.833111835383386,43.1885940387896,448.466666666667,1199.6,38.2339239610964,48.1872360330383,0.637967913842133,0.765833903622911,0.893942113956085
2005-04-01,349902,408234.5,84.3297340005268,6.83333333333333,0,0.689042198332277,0.764290996280638,0.833930082994098,82.7909619170282,441.4,1180.26666666667,37.1554804253615,46.4766411427478,0.630119823462496,0.766332389967364,0.89787240103789
2005-07-01,359248,413179.8,85.0671582828549,6.7,0.2064836,0.688946815249155,0.764307005323717,0.834775878142585,62.195300200039,427.266666666667,1157.8,37.3981357169575,46.8761740066735,0.691516321203442,0.82271548139317,0.919398316311391
2005-10-01,367359,417265,85.1198314458784,6.56666666666667,0.1976545,0.69263994942807,0.766378865221959,0.83563800831987,70.5601834064723,434.533333333333,1132.93333333333,38.3473619805591,48.4518457844534,0.713043766840146,0.846274484776489,0.929692312736018
2006-01-01,369000,420649,85.5412167500659,6.46666666666667,0.1958864,0.702134879271324,0.774986564865895,0.841073625469898,71.2258649407348,431.566666666667,1123.7,39.7260661469849,50.6278613842315,0.671365959584093,0.807310218515463,0.913609586772353
2006-04-01,372679,420866.3,86.4893336844878,6.16666666666667,0.0677186,0.710970568604292,0.783753340313923,0.847241384698866,61.4256892099443,436.1,1081.2,40.3371860924264,51.6995940605984,0.650907740842124,0.786311147206259,0.904412145810877
2006-07-01,376234,422041.5,86.5420068475112,6.4,0.2070393,0.711676882486561,0.785450890787448,0.848977522763441,57.664004259024,447.1,1122.36666666667,40.1859380304666,51.4113120986808,0.655568044020412,0.787966038325403,0.90213239958685
2006-10-01,378691,423723.8,86.278641032394,6.26666666666667,0.1338867,0.714658762201157,0.789746149639461,0.852975788478803,59.8985302272755,430.333333333333,1097.93333333333,38.2273561785462,48.2043981367664,0.647180381561936,0.780597528119784,0.898759359716989
2007-01-01,386819,426434,87.0950750592573,6.23333333333333,0.1358788,0.720881896315502,0.794765722828888,0.856157030451699,65.5589912031043,428.733333333333,1104.9,39.3049508373604,49.9352688436508,0.638333315849974,0.768880953902051,0.894522347636345
2007-04-01,394153,430565.8,88.3855675533316,6.1,0.2765678,0.730911292434626,0.804248475289464,0.863449338498512,58.1693404850458,430.033333333333,1086.93333333333,40.4353315995185,51.8255623288528,0.60930891779297,0.744714079083666,0.889917949055558
2007-07-01,395562,432373.5,88.3855675533316,5.93333333333333,0,0.737400094687675,0.809700463005614,0.866614223732015,62.3808661134059,429.1,1057.5,40.6371529240276,52.1719682787742,0.637588586504547,0.775810235349492,0.913844117094258
2007-10-01,401127,432864.8,88.3592309718199,6.03333333333333,0.076746,0.75022616436538,0.81861873131385,0.871023870440064,84.3456183787551,437.866666666667,1078.1,40.8364084085713,52.5058622587839,0.681667608290233,0.820487892291983,0.942716478826955
2008-01-01,409324,433196.5,88.6489333684488,6.03333333333333,0.2306805,0.764128090935436,0.831238370926118,0.879397691758889,116.437856806166,439.3,1087.16666666667,39.8867061524593,50.9154688002618,0.708590675620279,0.848663829329851,0.964961845650729
2008-04-01,419362,434763.3,90.4661574927574,6.1,0,0.778108241682154,0.847313957025162,0.890508897125731,87.1413099359373,449.266666666667,1096.16666666667,40.4557207430198,51.8593062591694,0.784109628148169,0.911350198350397,0.990028074858083
2008-07-01,423628,438328.5,91.4142744271794,6.1,0,0.78960064976682,0.859986573889114,0.901150379262993,118.418092295981,433,1105.06666666667,38.8512360528919,49.1923150158571,0.936389115384483,1.05643866743126,1.05176161347453
2008-10-01,404727,433246,90.0447721885699,6.56666666666667,0,0.846619473775857,0.912540633779022,0.936113417093989,298.805817289192,493,1194.3,37.3377580092731,46.7896476167389,1.08922995231024,1.19667466674273,1.10428380381878
2009-01-01,389308,423456,89.755069791941,7.86666666666667,0,0.842676028491725,0.905103123331476,0.932280475629903,203.800023896323,542.6,1431,33.6075860980745,40.967441401097,1.00875210877994,1.12050605826291,1.06746785234523
2009-04-01,387122,418835,90.5188306557809,8.56666666666667,0.1013274,0.79620682138797,0.86384075490066,0.904338473641166,116.266920888477,518.433333333333,1561.3,31.9869725116289,38.5549815816717,0.88785811866777,1.00778435523262,1.0142270793945
2009-07-01,391981,420719.5,90.6241769818278,8.56666666666666,0.2029633,0.751064758322541,0.824346191657108,0.876249834722867,93.7824281458261,501.933333333333,1564.53333333333,31.7496354031374,38.2196869324416,0.807675029900519,0.930673648840147,0.974324902530412
2009-10-01,402923,425625.8,90.7558598893864,8.5,0.1854943,0.726656183887381,0.801954143012131,0.860046279550419,113.430476129557,471.033333333333,1553.06666666667,30.8551683340672,36.9086309591893,0.736399588138134,0.862305049046938,0.940174764859194
2010-01-01,411008,430760.3,91.2035817750856,8.3,0.1079214,0.711438414855057,0.786395556685374,0.848464094250249,119.307740889695,470.666666666667,1520.06666666667,31.4203621876553,37.7196381789283,0.720376905444492,0.84504010758127,0.93047509331878
2010-04-01,413310,433014.3,91.7829865683434,8.1,0.2071037,0.703265791832028,0.778966537473503,0.843651244291954,128.866363699558,469.7,1490.23333333333,32.1483424120636,38.7940956083471,0.672110444346524,0.797445292216955,0.910543157020469
2010-07-01,416343,436083,92.2833816170661,8.1,0.2086376,0.691117075450696,0.767793055378918,0.835852372800217,166.998403939985,479.066666666667,1498.3,32.4447545497417,39.2592789925765,0.616589839464264,0.750126551286454,0.887735305518276
2010-10-01,425387,440956.3,92.8101132473005,7.8,0.1017191,0.68908369401719,0.765698477523361,0.832853896750774,178.879887899689,446.833333333333,1438.56666666667,30.6772422554981,36.6669128651151,0.609510697588136,0.739523603362917,0.880333495394866
2011-01-01,434488,444287,93.5738741111404,7.73333333333333,0.0950751,0.687869337997095,0.762813810048598,0.829402671811908,160.534194681509,453.066666666667,1434.9,32.1454024183089,38.7820608785031,0.625508479065461,0.748693375672071,0.879888741304009
2011-04-01,439963,445152.5,94.8643666052146,7.63333333333333,0.1940052,0.686206184906034,0.759771880158472,0.826543862664946,158.587740578475,443.433333333333,1415.46666666667,32.3291454227264,39.0775041108249,0.61615069517781,0.744506647477248,0.880439276119669
2011-07-01,446437,451294,95.0487226757967,7.33333333333333,0.1849796,0.687783081941215,0.760397646332965,0.826235295392736,273.798823570395,461.766666666667,1365.83333333333,33.8492240945663,41.3344967129465,0.622524180252543,0.75245958936126,0.88377766922835
2011-10-01,453175,454848,95.3120884909139,7.5,0.1920123,0.698111435124457,0.765941929721158,0.827313580025388,336.684910752982,479.766666666667,1396.93333333333,33.8751473577883,41.385026674473,0.599372112485263,0.730709445062933,0.871262799846554
2012-01-01,453780,455139.5,95.7598103766131,7.5,0.1964251,0.680389922962484,0.75454257473053,0.82227807484588,202.518558926722,470,1395.33333333333,35.0234994651827,43.1213292753959,0.579205906456464,0.710611841694419,0.858638042025983
2012-04-01,454746,456624,96.3655517513827,7.3,0.2583312,0.668699394830997,0.744932559616002,0.817656437251585,227.046243495194,474.166666666667,1369.83333333333,33.9567895158666,41.5228497295962,0.568067521077281,0.701973523405727,0.85393431559362
2012-07-01,457659,457246,96.2075322623124,7.3,0.3244295,0.667212485758083,0.742533480687231,0.815897101533482,192.03680344799,445.8,1364.73333333333,32.4630899172564,39.2501390702736,0.577827395229409,0.709035977332987,0.854788101221002
2012-10-01,461016,458191.5,96.2075322623124,7.4,0.2197802,0.660553891368182,0.736525710200529,0.812734049273983,279.915169635637,459.966666666667,1389.36666666667,34.0679253384201,41.670440743051,0.58921524698685,0.712347829470351,0.851888234518692
2013-01-01,469211,462301.5,96.6289175664999,7.16666666666667,0.1741099,0.665998403853412,0.738940804053886,0.814215641562909,218.720324470282,460.1,1353.46666666667,33.3041288017992,40.5110284282538,0.585564195195166,0.712713245111594,0.856806266141196
2013-04-01,471648,464984.5,97.1029760337108,7.13333333333333,0,0.659616412929652,0.734139079522682,0.811355556217439,190.438344736989,448.966666666667,1349.3,33.7970365975122,41.249639283996,0.544916514398299,0.680827148006054,0.848200345703052
2013-07-01,478107,468774,97.3136686858046,7.1,0.1082837,0.655731833139158,0.731768206361237,0.81023667939724,137.341805511123,450.4,1347.6,32.9461776906472,39.9715331701067,0.534638543123581,0.669258684225539,0.841316892287944
2013-10-01,483281,473698.8,97.1029760337108,7.13333333333333,0.0680365,0.660629395496679,0.735484579525327,0.811711101950055,177.410483982921,438.166666666667,1352.56666666667,32.0173817809905,38.6111460794292,0.533963169499625,0.666444870675076,0.837081562611143
2014-01-01,490863,474473,97.9720832235976,7.06666666666667,0,0.671811873607538,0.745946532681102,0.817562595507086,165.941169499997,430.8,1341.73333333333,33.0390176047073,40.1088310268041,0.547196234732475,0.67519253772664,0.836468902443477
2014-04-01,497101,478806.5,99.2625757176719,7.1,0.0568279,0.676336817946309,0.749181769247057,0.819909825506024,120.395444803323,447.4,1341.93333333333,33.3309102591563,40.5456258005989,0.529968830805872,0.66141337339661,0.832503086315134
2014-07-01,503448,483398.5,99.341585462207,7,0,0.675145747433654,0.750304121353412,0.822245929845555,146.315366589856,444.666666666667,1327.7,34.5023360050473,42.3223080586452,0.556062530278134,0.689745957154256,0.851037851139775
2014-10-01,503486,486743.5,98.972873321043,6.7,0.0639673,0.683181611483472,0.758755929336818,0.828172497200726,174.593903231381,425.8,1270.53333333333,34.0810746852334,41.6766725035378,0.60793179838237,0.740823426728497,0.878843368601571
2015-01-01,496075,484068.8,99.0255464840664,6.8,0.2724239,0.697622209101552,0.772456646454535,0.836752990676725,219.425610745571,434.833333333333,1291.8,32.2994866977811,39.0092647535764,0.666243707725003,0.797939309871253,0.90915351030171
2015-04-01,496230,482751.3,100.15801948907,6.9,0.1367428,0.694074944554144,0.769029545161701,0.835468134010019,188.475136133144,441.6,1316.66666666667,33.5362529687822,40.8586753304338,0.642119110365147,0.777042477041876,0.905287398533458
2015-07-01,500216,484458.8,100.526731630234,7,0.2770851,0.690357683323751,0.765879371635368,0.832697847087599,187.093669237894,454.833333333333,1340.4,33.6257975608829,40.9889748537354,0.619493909063186,0.758400626432094,0.898336362645241
2015-10-01,497920,484821.5,100.289702396629,7.06666666666667,0.0838856,0.687945807175731,0.761980334717942,0.830404259729815,156.650858126757,459.166666666667,1358.06666666667,32.6336628197179,39.5170695366676,0.63067147958219,0.763375012360922,0.894993311207532
2016-01-01,499605,487480.8,100.553068211746,7.2,0.0775014,0.698528604112051,0.767536704672223,0.831194410972744,187.053992458874,465.933333333333,1385.9,33.9278894238521,41.4766527980869,0.63458150923508,0.764655238758782,0.894825582760006
2016-04-01,500538,485083.8,101.711877798262,7.03333333333333,0.0542564,0.700584098747329,0.769656530962931,0.831452076673081,195.008783659191,448.066666666667,1351.16666666667,33.7812362937714,41.2434431153586,0.591297406431847,0.729747749089551,0.883224604933485
2016-07-01,508855,490086,101.764550961285,7,0.0731048,0.692536484822473,0.762236990158712,0.82733413549428,220.720637439686,441.966666666667,1349.13333333333,32.8124409910461,39.7750161170248,0.576078119034512,0.716394936331353,0.877992583552924
2016-10-01,516537,492837.8,101.68554121675,6.96666666666667,0.3203075,0.68150749864497,0.754152650796029,0.823235566777949,328.175660322391,447.966666666667,1349.16666666667,34.0887769557093,41.7206862780783,0.587977880714241,0.724567339883692,0.882208742781614
